Date,Open,High,Low,Close,Adj Close,Volume
20-Oct-16,213.87,214.53,213.11,213.88,213.88,"73,639,800"
19-Oct-16,214.02,214.64,213.6,214.28,214.28,"66,519,200"
18-Oct-16,214.24,214.31,213.27,213.71,213.71,"76,869,700"
17-Oct-16,213.09,213.39,212.17,212.38,212.38,"58,275,700"
14-Oct-16,214.15,214.69,213.03,213.12,213.12,"93,346,200"
13-Oct-16,212.16,213.59,211.21,213.01,213.01,"101,357,000"
12-Oct-16,213.59,214.32,213.01,213.71,213.71,"73,866,100"
11-Oct-16,215.66,215.74,212.58,213.43,213.43,"130,367,400"
10-Oct-16,216.16,216.7,215.99,216.16,216.16,"51,855,000"
7-Oct-16,216.1,216.3,214.19,215.04,215.04,"89,788,300"
6-Oct-16,215.37,216.04,214.74,215.78,215.78,"62,927,400"
5-Oct-16,215.41,216.13,215.33,215.63,215.63,"72,816,000"
4-Oct-16,215.91,216.17,213.99,214.68,214.68,"119,948,100"
3-Oct-16,215.82,216.04,215.04,215.78,215.78,"83,512,100"
30-Sep-16,215.65,217.12,215.36,216.3,216.3,"117,202,900"
29-Sep-16,216.4,216.87,214.04,214.68,214.68,"128,070,600"
28-Sep-16,215.83,216.82,214.71,216.64,216.64,"87,411,000"
27-Sep-16,214.05,215.68,213.62,215.57,215.57,"78,494,800"
26-Sep-16,215.02,215.23,214.01,214.24,214.24,"89,827,300"
23-Sep-16,216.72,216.88,215.88,215.99,215.99,"73,630,900"
22-Sep-16,217,217.53,216.71,217.18,217.18,"76,678,700"
21-Sep-16,214.24,216.03,213.44,215.82,215.82,"110,284,400"
20-Sep-16,214.41,214.59,213.38,213.42,213.42,"69,665,300"
19-Sep-16,214.13,214.88,213.03,213.41,213.41,"80,250,500"
16-Sep-16,213.48,213.69,212.57,213.37,213.37,"155,236,400"
16-Sep-16,1.08207 Dividend,,,,,
15-Sep-16,212.96,215.73,212.75,215.28,215.28,"134,427,900"
14-Sep-16,213.29,214.7,212.5,213.15,213.15,"134,185,500"
13-Sep-16,214.84,215.15,212.5,213.23,213.23,"182,828,800"
12-Sep-16,212.39,216.81,212.31,216.34,216.34,"168,110,900"
9-Sep-16,216.97,217.03,213.25,213.28,213.28,"221,589,100"
8-Sep-16,218.62,218.94,218.15,218.51,218.51,"74,102,900"
7-Sep-16,218.84,219.22,218.3,219.01,219.01,"76,554,900"
6-Sep-16,218.7,219.12,217.86,219.03,219.03,"56,702,100"
2-Sep-16,218.39,218.87,217.7,218.37,218.37,"79,293,900"
1-Sep-16,217.37,217.73,216.03,217.39,217.39,"97,844,200"
31-Aug-16,217.61,217.75,216.47,217.38,217.38,"85,269,500"
30-Aug-16,218.26,218.59,217.35,218,218,"58,114,500"
29-Aug-16,217.44,218.67,217.4,218.36,218.36,"70,502,200"
26-Aug-16,217.92,219.12,216.25,217.29,217.29,"122,506,300"
25-Aug-16,217.4,218.19,217.22,217.7,217.7,"69,224,800"
24-Aug-16,218.8,218.91,217.36,217.85,217.85,"71,728,900"
23-Aug-16,219.25,219.6,218.9,218.97,218.97,"53,399,200"
22-Aug-16,218.26,218.8,217.83,218.53,218.53,"61,368,800"
19-Aug-16,218.31,218.75,217.74,218.54,218.54,"75,443,000"
18-Aug-16,218.34,218.9,218.21,218.86,218.86,"52,989,300"
17-Aug-16,218,218.53,217.02,218.37,218.37,"75,134,300"
16-Aug-16,218.6,218.68,217.96,217.96,217.96,"53,213,600"
15-Aug-16,218.89,219.5,218.88,219.09,219.09,"49,813,500"
12-Aug-16,218.29,218.71,217.99,218.46,218.46,"61,313,500"
11-Aug-16,218.26,218.94,217.95,218.65,218.65,"72,504,300"
10-Aug-16,218.31,218.4,217.23,217.64,217.64,"57,941,100"
9-Aug-16,218.13,218.76,217.8,218.18,218.18,"51,251,700"
8-Aug-16,218.4,218.52,217.74,218.05,218.05,"39,906,500"
5-Aug-16,216.41,218.23,216.41,218.18,218.18,"71,892,200"
4-Aug-16,216.31,216.78,214.25,216.41,216.41,"46,585,500"
3-Aug-16,215.48,216.25,215.13,216.18,216.18,"53,993,600"
2-Aug-16,216.65,216.83,214.57,215.55,215.55,"92,295,500"
1-Aug-16,217.19,217.65,216.41,216.94,216.94,"73,311,400"
29-Jul-16,216.46,217.54,216.13,217.12,217.12,"79,519,400"
28-Jul-16,216.29,217.11,215.75,216.77,216.77,"65,035,700"
27-Jul-16,217.19,217.27,215.62,216.52,216.52,"84,083,900"
26-Jul-16,216.53,217.17,215.76,216.75,216.75,"70,080,500"
25-Jul-16,217,217.06,215.97,216.65,216.65,"55,873,100"
22-Jul-16,216.41,217.3,216.1,217.24,217.24,"62,787,500"
21-Jul-16,216.96,217.22,215.75,216.27,216.27,"67,777,300"
20-Jul-16,216.19,217.37,216.19,217.09,217.09,"58,159,500"
19-Jul-16,215.92,216.23,215.63,216.19,216.19,"54,345,700"
18-Jul-16,215.97,216.6,215.67,216.41,216.41,"58,725,900"
15-Jul-16,216.78,217.01,215.31,215.83,215.83,"107,155,400"
14-Jul-16,216.4,216.67,215.66,216.12,216.12,"91,230,900"
13-Jul-16,215.44,215.45,214.35,214.92,214.92,"87,324,100"
12-Jul-16,214.53,215.3,213.43,214.95,214.95,"101,275,600"
11-Jul-16,213.19,214.07,212.95,213.4,213.4,"73,633,900"
8-Jul-16,211.05,212.94,210.78,212.65,212.65,"133,971,000"
7-Jul-16,209.87,210.65,208.63,209.53,209.53,"85,593,800"
6-Jul-16,207.83,209.8,207.06,209.66,209.66,"96,021,500"
5-Jul-16,208.95,209.08,207.71,208.41,208.41,"109,803,700"
1-Jul-16,209.48,210.49,209.29,209.92,209.92,"106,055,300"
30-Jun-16,207.21,209.54,206.56,209.48,209.48,"165,021,900"
29-Jun-16,204.84,206.93,204.72,206.66,206.66,"137,328,600"
28-Jun-16,201.48,203.23,201.12,203.2,203.2,"159,382,400"
27-Jun-16,201.59,201.6,198.65,199.6,199.6,"230,775,800"
24-Jun-16,203.63,210.85,202.72,203.24,203.24,"333,444,400"
23-Jun-16,209.81,210.87,209.27,210.81,210.81,"102,731,400"
22-Jun-16,208.65,209.5,207.93,208.1,208.1,"95,560,500"
21-Jun-16,208.3,208.92,207.78,208.44,208.44,"72,461,700"
20-Jun-16,208.82,209.61,207.75,207.85,207.85,"82,789,600"
17-Jun-16,207.17,207.2,205.75,206.52,206.52,"117,055,700"
17-Jun-16,1.078 Dividend,,,,,
16-Jun-16,207.75,208.57,205.59,208.37,208.37,"149,533,100"
15-Jun-16,208.04,209.36,207.53,207.75,207.75,"109,124,500"
14-Jun-16,208,208.74,206.92,208.04,208.04,"125,059,300"
13-Jun-16,209.36,210.37,208.35,208.45,208.45,"117,751,200"
10-Jun-16,210.46,210.86,209.43,210.07,210.07,"113,829,200"
9-Jun-16,211.51,212.22,211.19,212.08,212.08,"73,786,900"
8-Jun-16,211.84,212.52,211.69,212.37,212.37,"66,170,900"
7-Jun-16,211.53,212.34,211.5,211.68,211.68,"60,974,800"
6-Jun-16,210.7,211.77,210.51,211.35,211.35,"64,887,000"
3-Jun-16,210.25,210.69,208.86,210.28,210.28,"101,757,100"
2-Jun-16,209.8,210.93,209.24,210.91,210.91,"63,044,700"
1-Jun-16,209.12,210.48,208.89,210.27,210.27,"69,936,200"
31-May-16,210.56,210.69,209.18,209.84,209.84,"109,879,400"
27-May-16,209.53,210.25,209.47,210.24,210.24,"59,329,000"
26-May-16,209.44,209.71,208.97,209.34,209.34,"55,280,700"
25-May-16,208.67,209.77,207.87,209.28,209.28,"76,621,400"
24-May-16,206.17,208.24,206.14,207.87,207.87,"93,537,800"
23-May-16,205.51,205.84,204.99,205.21,205.21,"58,682,600"
20-May-16,204.92,206.1,204.86,205.49,205.49,"104,990,400"
19-May-16,204.06,204.54,202.78,204.2,204.2,"115,430,500"
18-May-16,204.44,206.3,203.63,204.91,204.91,"120,062,100"
17-May-16,206.46,206.8,204.23,204.85,204.85,"114,924,900"
16-May-16,204.96,207.34,204.89,206.78,206.78,"77,486,800"
13-May-16,206.21,206.86,204.38,204.76,204.76,"96,474,600"
12-May-16,207.29,207.49,205.37,206.56,206.56,"89,586,300"
11-May-16,207.91,208.54,206.5,206.5,206.5,"81,727,000"
10-May-16,206.72,208.47,206.64,208.45,208.45,"77,472,200"
9-May-16,205.57,206.4,205.36,205.89,205.89,"74,374,900"
6-May-16,204.06,205.77,203.88,205.72,205.72,"83,784,900"
5-May-16,205.56,205.98,204.47,204.97,204.97,"67,619,200"
4-May-16,204.99,205.85,204.42,205.01,205.01,"92,243,800"
3-May-16,206.52,206.8,205.28,206.16,206.16,"101,267,500"
2-May-16,206.92,208.18,206.41,207.97,207.97,"62,188,000"
29-Apr-16,206.72,207.13,205.03,206.33,206.33,"142,424,100"
28-Apr-16,208.46,209.76,206.96,207.45,207.45,"97,216,200"
27-Apr-16,208.47,209.81,208.05,209.35,209.35,"77,329,400"
26-Apr-16,209.04,209.52,208.36,208.92,208.92,"75,864,200"
25-Apr-16,208.26,208.66,207.54,208.61,208.61,"66,166,500"
22-Apr-16,208.55,209.29,207.91,208.97,208.97,"99,251,700"
21-Apr-16,210.12,210.25,208.65,208.97,208.97,"85,695,000"
20-Apr-16,209.95,210.92,209.39,210.1,210.1,"81,100,300"
19-Apr-16,209.74,210.2,208.94,209.9,209.9,"88,316,100"
18-Apr-16,207.78,209.28,207,209.24,209.24,"75,277,700"
15-Apr-16,208.01,208.17,207.4,207.78,207.78,"75,761,600"
14-Apr-16,208.07,208.6,207.6,208.01,208.01,"65,212,900"
13-Apr-16,207,208.1,206.84,208,208,"96,336,400"
12-Apr-16,204.22,206.25,203.7,205.92,205.92,"115,350,600"
11-Apr-16,205.25,206.07,203.91,204.02,204.02,"83,757,500"
8-Apr-16,205.34,205.85,203.87,204.5,204.5,"95,040,600"
7-Apr-16,205.14,205.56,203.09,203.95,203.95,"113,859,000"
6-Apr-16,204.19,206.49,203.98,206.42,206.42,"91,839,800"
5-Apr-16,204.67,206.26,203.89,204.19,204.19,"99,662,200"
4-Apr-16,206.83,207.07,205.89,206.25,206.25,"63,497,000"
1-Apr-16,204.35,207.14,203.98,206.92,206.92,"114,423,500"
31-Mar-16,205.91,206.41,205.33,205.52,205.52,"94,584,100"
30-Mar-16,206.3,206.87,205.59,206.02,206.02,"86,365,300"
29-Mar-16,202.76,205.25,202.4,205.12,205.12,"92,922,900"
28-Mar-16,203.61,203.86,202.71,203.24,203.24,"62,408,200"
24-Mar-16,202,203.16,201.74,203.12,203.12,"84,360,900"
23-Mar-16,204.11,204.33,203.01,203.21,203.21,"81,052,500"
22-Mar-16,203.76,205.23,203.57,204.56,204.56,"97,471,900"
21-Mar-16,204.07,204.94,203.8,204.67,204.67,"72,926,700"
18-Mar-16,204.17,204.78,203.8,204.38,204.38,"138,372,400"
18-Mar-16,1.05 Dividend,,,,,
17-Mar-16,203.24,205.23,202.77,204.63,204.63,"134,278,500"
16-Mar-16,201.6,203.82,201.55,203.34,203.34,"129,303,200"
15-Mar-16,201.36,202.53,201.05,202.17,202.17,"93,169,100"
14-Mar-16,202.16,203.04,201.77,202.5,202.5,"73,612,000"
11-Mar-16,201.26,202.81,199.52,202.76,202.76,"137,964,500"
10-Mar-16,199.96,201.07,197.38,199.54,199.54,"156,838,700"
9-Mar-16,199.36,199.79,198.43,199.38,199.38,"94,801,200"
8-Mar-16,199.32,199.92,198.21,198.4,198.4,"123,974,900"
7-Mar-16,199.34,201.07,199.25,200.59,200.59,"100,219,000"
4-Mar-16,200.01,201.35,199.03,200.43,200.43,"129,293,600"
3-Mar-16,198.79,199.8,198.11,199.78,199.78,"95,172,200"
2-Mar-16,197.74,199.06,197.25,199,199,"102,415,000"
1-Mar-16,195.01,198.21,194.45,198.11,198.11,"141,799,700"
29-Feb-16,195.11,196.23,193.33,193.56,193.56,"125,918,100"
26-Feb-16,196.57,196.68,194.9,195.09,195.09,"129,833,700"
25-Feb-16,193.73,195.55,192.83,195.54,195.54,"110,728,300"
24-Feb-16,190.63,193.53,189.32,193.2,193.2,"150,812,200"
23-Feb-16,194,194.32,192.18,192.32,192.32,"111,455,300"
22-Feb-16,193.87,194.95,193.79,194.78,194.78,"103,640,300"
19-Feb-16,191.17,192.18,190.45,192,192,"114,793,000"
18-Feb-16,193.2,193.27,191.72,192.09,192.09,"102,343,000"
17-Feb-16,191.16,193.32,191.01,192.88,192.88,"136,009,500"
16-Feb-16,188.77,189.81,187.63,189.78,189.78,"120,250,700"
12-Feb-16,184.96,186.65,183.96,186.63,186.63,"127,632,400"
11-Feb-16,182.34,184.1,181.09,182.86,182.86,"219,058,900"
10-Feb-16,186.41,188.34,185.12,185.27,185.27,"148,214,100"
9-Feb-16,183.36,186.94,183.2,185.43,185.43,"184,513,100"
8-Feb-16,185.77,186.12,182.8,185.42,185.42,"191,526,700"
5-Feb-16,190.99,191.67,187.2,187.95,187.95,"180,788,300"
4-Feb-16,190.71,192.75,189.96,191.6,191.6,"139,531,800"
3-Feb-16,191.41,191.78,187.1,191.3,191.3,"205,054,900"
2-Feb-16,191.96,191.97,189.54,190.16,190.16,"182,564,900"
1-Feb-16,192.53,194.58,191.84,193.65,193.65,"136,061,600"
29-Jan-16,190.02,193.88,189.88,193.72,193.72,"210,529,300"
28-Jan-16,189.96,190.2,187.16,189.11,189.11,"143,798,800"
27-Jan-16,189.58,191.56,187.06,188.13,188.13,"185,681,700"
26-Jan-16,188.42,190.53,188.02,190.2,190.2,"141,036,800"
25-Jan-16,189.92,190.15,187.41,187.64,187.64,"130,371,700"
22-Jan-16,189.78,190.76,188.88,190.52,190.52,"168,319,600"
21-Jan-16,186.21,188.87,184.64,186.69,186.69,"195,772,900"
20-Jan-16,185.03,187.5,181.02,185.65,185.65,"286,547,800"
19-Jan-16,189.96,190.11,186.2,188.06,188.06,"195,244,400"
15-Jan-16,186.77,188.76,185.52,187.81,187.81,"314,240,200"
14-Jan-16,189.55,193.26,187.66,191.93,191.93,"240,795,600"
13-Jan-16,194.45,194.86,188.38,188.83,188.83,"221,168,900"
12-Jan-16,193.82,194.55,191.14,193.66,193.66,"172,330,500"
11-Jan-16,193.01,193.41,189.82,192.11,192.11,"187,941,300"
8-Jan-16,195.19,195.85,191.58,191.92,191.92,"209,817,200"
7-Jan-16,195.33,197.44,193.59,194.05,194.05,"213,436,100"
6-Jan-16,198.34,200.06,197.6,198.82,198.82,"152,112,600"
5-Jan-16,201.4,201.9,200.05,201.36,201.36,"110,845,800"
4-Jan-16,200.49,201.03,198.59,201.02,201.02,"222,353,500"
31-Dec-15,205.13,205.89,203.87,203.87,203.87,"102,929,500"
30-Dec-15,207.11,207.21,205.76,205.93,205.93,"63,317,700"
29-Dec-15,206.51,207.79,206.47,207.4,207.4,"92,640,700"
28-Dec-15,204.86,205.26,203.94,205.21,205.21,"65,899,900"
24-Dec-15,205.72,206.33,205.42,205.68,205.68,"48,539,600"
23-Dec-15,204.69,206.07,204.58,206.02,206.02,"110,987,200"
22-Dec-15,202.72,203.85,201.55,203.5,203.5,"111,026,200"
21-Dec-15,201.41,201.88,200.09,201.67,201.67,"99,094,300"
18-Dec-15,202.77,202.93,199.83,200.02,200.02,"251,393,500"
18-Dec-15,1.212 Dividend,,,,,
17-Dec-15,208.4,208.48,204.84,204.86,204.86,"173,092,500"
16-Dec-15,206.37,208.39,204.8,208.03,208.03,"197,017,000"
15-Dec-15,204.7,206.11,202.87,205.03,205.03,"154,069,600"
14-Dec-15,202.07,203.05,199.95,202.9,202.9,"182,385,200"
11-Dec-15,203.35,204.14,201.51,201.88,201.88,"211,173,300"
10-Dec-15,205.42,207.43,205.14,205.87,205.87,"115,196,800"
9-Dec-15,206.19,208.68,204.18,205.34,205.34,"162,401,500"
*Close price adjusted for dividends and splits.,,,,,,
